,index,Source,Info Category,Project name,Country,Partners,Project type,Announcement,FID,Operation,Suspension/decommissioning,Project Status,Project phase,Announced capacity (low) (Mt CO2/yr),Announced capacity (high) (Mt CO2/yr),Sector,Fate of carbon,Part of CCUS hub
502,340,IEA,Energy Project,Lincolnway Energy Nevada biorefinery (IA),United States,"Lincolnway Energy, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.22,0.257,Biofuels,Dedicated storage,Midwest carbon express
503,325,IEA,Energy Project,Kern River Eastridge cogeneration plant San Joaquin Valley (CA),United States,Chevron,Capture,2022.0,,,,Planned,,,,Power and heat,Dedicated storage,
504,339,IEA,Energy Project,LG&E Cane Run NGCC CR7 (KY),United States,"LG&E Cane Run, Electric Power Research Institute (FEED), University of Kentucky (tech), DOE (FEED funding)",Capture,2022.0,,,,Planned,,1.7,1.7,Power and heat,Unknown/unspecified,
505,336,IEA,Energy Project,Lake Charles Methanol (LA),United States,"Denbury, Fluor",Capture,2009.0,2023.0,2025.0,,Planned,,4.0,4.2,Other industry,Use and storage,
506,361,IEA,Energy Project,Mendota BECCS power project (Clean Energy Systems Carbon Negative Energy Plant - Central Valley) (CA),United States,"Schlumberger New Energy, Chevron Corp., Microsoft and Clean Energy Systems
Chevron Corporation, Schlumberger New Energy, Microsoft and Clean Energy Systems",Full chain,2021.0,2023.0,2025.0,,Planned,,0.3,0.3,Power and heat,Dedicated storage,
507,335,IEA,Energy Project,LafargeHolcim Ste Genevieve plant (MO),United States,"University of Illinois, Holcim Group, Air Liquide",Capture,2021.0,,,,Planned,,2.9,2.9,Cement,Dedicated storage,
508,332,IEA,Energy Project,Labarge Shute Creek Gas Processing Plant original (WY),United States,ExxonMobil,Full chain,,1984.0,1986.0,,Operational,1.0,3.5,3.5,Natural gas processing,EOR,
509,331,IEA,Energy Project,Labarge Shute Creek Gas Processing Plant 2010 expansion (WY),United States,ExxonMobil,Full chain,2008.0,2008.0,2010.0,,Operational,2.0,3.5,3.5,Natural gas processing,EOR,
510,365,IEA,Energy Project,Midwest AgEnergy Blue Flint ethanol (ND),United States,Midwest Ag Energy,Full chain,2020.0,,2023.0,,Planned,,0.2,0.2,Biofuels,Dedicated storage,
511,366,IEA,Energy Project,"Midwest Carbon Express (NE, SD, ND, MI, IA)",United States,Summit carbon solutions (SK E&S 10%),T&S,2021.0,2023.0,2024.0,,Planned,,12.0,12.0,CO2 T&S,Dedicated storage,Midwest carbon express
512,330,IEA,Energy Project,Labarge Shute Creek Gas Processing Plant 1.2 Mtpa expansion (WY),United States,ExxonMobil ,Full chain,2021.0,2022.0,2025.0,,Under construction,,1.2,1.2,Natural gas processing,Unknown/unspecified,
513,326,IEA,Energy Project,KeyState Natural Gas Synthesis & CCUS (PA),United States,KeyState,Full chain,2021.0,,2024.0,,Planned,,0.104,0.104,Other industry,Dedicated storage,
514,369,IEA,Energy Project,Minnkota-Summit Carbon Solutions storage (ND),United States,"Summit Carbon solutions, Minnkota",Storage,2022.0,,,,Planned,,,,CO2 storage,Dedicated storage,
515,337,IEA,Energy Project,Lapis Energy El Dorado (AR),United States,"Lapis Energy, LSB",Full chain,2022.0,,2025.0,,Planned,,0.45,0.45,Hydrogen/ammonia,Dedicated storage,
516,256,IEA,Energy Project,Gulf Coast Sequestration Hub Lake Charles (LA),United States,Gulf Coast Sequestration,Storage,2020.0,,2030.0,,Planned,,2.7,2.7,CO2 storage,Dedicated storage,Gulf Coast Sequestration Hub
517,409,IEA,Energy Project,Oxy BlueBonnet CO2 sequestration hub (TX),United States,"1PointFive (Oxy Low carbon ventures), Natural Resource Partners L.P",Storage,2022.0,,,,Planned,,,,CO2 storage,Dedicated storage,Oxy CO2 sequestration hub (TX)
518,235,IEA,Energy Project,Glacial Lakes Energy Mina biorefinery (SD),United States,"Glacial Lakes Energy, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.34,0.4,Biofuels,Dedicated storage,Midwest carbon express
519,231,IEA,Energy Project,Gerald Gentleman Station Carbon Capture (NE),United States,"ION Engineering, Nebraska Public Power District, Siemens, Koch Modular, Sargent & Lundy",Capture,2013.0,,2025.0,,Planned,,3.8,3.8,Power and heat,EOR,
520,439,IEA,Energy Project,Prairie State Generating Station Carbon Capture (IL),United States,"Prairie Research Institute (University of Illinois), Mitsubishi Heavy Industries, Kiewit Engineering Group, Sargent & Lundy",Full chain,2019.0,,2025.0,,Planned,,5.0,7.2,Power and heat,Dedicated storage,Illinois Storage Corridor
521,226,IEA,Energy Project,G2 Net-Zero (LA),United States,"Net Power, Siemens, EJM",Capture,2020.0,,2027.0,,Planned,,4.0,4.0,Natural gas processing,Unknown/unspecified,
522,220,IEA,Energy Project,Freeport LNG CCS (TX),United States,"Talos Energy, Freeport LNG, Storegga",Full chain,2021.0,,2024.0,,Planned,,,,Natural gas processing,Dedicated storage,
523,218,IEA,Energy Project,Fidelis Project Cyclus Baton Rouge (LA),United States,"Fidelis new energy  (Cyclus Steam & Power, Gron Fuels, Capio Sequestration)",Full chain,2022.0,,2032.0,,Planned,,1.0,1.0,Power and heat,Dedicated storage,
524,217,IEA,Energy Project,ExxonMobil Vermilion parish storage (LA),United States,ExxonMobil,Storage,2022.0,,2025.0,,Planned,,2.0,2.0,CO2 storage,Dedicated storage,ExxonMobil Vermilion parish storage
525,214,IEA,Energy Project,ExxonMobil Baytown petrochemical site (TX),United States,"ExxonMobil, Honeywell (tech), Technip Energies (FEED)",Capture,2022.0,2024.0,2028.0,,Planned,,7.0,7.0,Other fuel transformation,Dedicated storage,Houston CCS Hub
526,205,IEA,Energy Project,EnLink midstream network (LA),United States,EnLink Midstream,Transport,2022.0,,2025.0,,Planned,,2.0,2.0,CO2 transport,,Enlink midstream network (LA)
527,449,IEA,Energy Project,Project Bison (WY) Phase 1,United States,"CarbonCapture, Frontier Carbon Solutions",Full chain,2022.0,,2024.0,,Planned,1.0,0.01,0.01,Direct Air Capture,Dedicated storage,
528,450,IEA,Energy Project,Project Bison (WY) Phase 2,United States,"CarbonCapture, Frontier Carbon Solutions",Full chain,2022.0,,2026.0,,Planned,2.0,0.2,0.2,Direct Air Capture,Dedicated storage,
529,234,IEA,Energy Project,Glacial Lakes Energy Aberdeen biorefinery (SD),United States,"Glacial Lakes Energy, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.12,0.14,Biofuels,Dedicated storage,Midwest carbon express
530,451,IEA,Energy Project,Project Bison (WY) Phase 3,United States,"CarbonCapture, Frontier Carbon Solutions",Full chain,2022.0,,2028.0,,Planned,3.0,0.8,0.8,Direct Air Capture,Dedicated storage,
531,204,IEA,Energy Project,Enid fertiliser (OK),United States,"Koch Nitrogen Company, Chaparral Energy",Full chain,,,1982.0,,Operational,,0.68,0.68,Other industry,EOR,
532,199,IEA,Energy Project,Enbridge Ingleside Energy Center Low carbon ammonia (TX),United States,"Enbridge, Humble Midstream",Full chain,2022.0,,2026.0,,Planned,,,,Hydrogen/ammonia,Dedicated storage,
533,456,IEA,Energy Project,Project ECO2S: Early CO2 Storage Complex in Kemper County (MS),United States,Southern States Energy Board,T&S,2017.0,,,,Planned,,3.0,3.0,CO2 storage,Dedicated storage,Project ECO2S: Early CO2 Storage Complex in Kemper County (MS)
534,198,IEA,Energy Project,Enabling Production of Low Carbon Emissions Steel through CO2 Capture from Blast Furnace Gases (Cleaveland-Cliffs Burns Harbors steel plant DOE pre-FEED) (IN),United States,"Dastur International Inc., ON Clean Energy, Inc., University of Texas",Capture,2020.0,,,,Planned,,2.0,2.0,Iron and steel,Unknown/unspecified,
535,189,IEA,Energy Project,Eastern Wyoming Sequestration Hub (WY),United States,Tallgrass energy,Storage,2022.0,,,,Planned,,,,CO2 T&S,Dedicated storage,Eastern Wyoming Sequestration Hub (WY)
536,460,IEA,Energy Project,Project Interseqt - Hereford Ethanol Plant (TX),United States,"White Energy, Oxy Low Carbon Ventures",Full chain,2018.0,,2023.0,,Planned,,0.35,0.35,Biofuels,EOR,
537,461,IEA,Energy Project,Project Interseqt - Plainview Ethanol Plant (TX),United States,"White Energy, Oxy Low Carbon Ventures",Full chain,2018.0,,2023.0,,Planned,,0.35,0.35,Biofuels,EOR,
538,462,IEA,Energy Project,Project Lochridge (LA),United States,Southern States Energy Board,Storage,2023.0,,,,Planned,,,,CO2 storage,Dedicated storage,Project Lochridge (LA)
539,463,IEA,Energy Project,Project OASIS Shelby County (AL),United States,Southern States Energy Board,Storage,2023.0,,,,Planned,,,,CO2 storage,Dedicated storage,Project OASIS Shelby County (AL)
540,464,IEA,Energy Project,Project Phoenix ammonia (WY),United States,"North Shore Energy, Starwood Energy Group",Full chain,2022.0,,,,Planned,,,,Hydrogen/ammonia,Unknown/unspecified,
541,452,IEA,Energy Project,Project Bison (WY) Phase 4,United States,"CarbonCapture, Frontier Carbon Solutions",Full chain,2022.0,,2028.0,,Planned,4.0,4.0,4.0,Direct Air Capture,Dedicated storage,
542,466,IEA,Energy Project,Project Tundra at Milton R Young Station (ND),United States,Minnkota Power Cooperative Inc.,Full chain,2018.0,2023.0,2026.0,,Planned,,3.1,3.6,Power and heat,Dedicated storage,Minnkota-Summit Carbon solutions storage (ND)
543,285,IEA,Energy Project,Homeland Energy Solutions Lawler biorefinery (IA),United States,"Homeland Energy Solutions, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.49,0.572,Biofuels,Dedicated storage,Midwest carbon express
544,239,IEA,Energy Project,Golden Grain Energy Mason City biorefinery (IA),United States,"Golden Grain Energy, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.29,0.343,Biofuels,Dedicated storage,Midwest carbon express
545,412,IEA,Energy Project,Oxy CE Kleberg County DAC plants (TX),United States,"Occidental, 1PointFive, Carbon Engineering",Capture,2022.0,,2025.0,,Planned,1.0,1.0,1.0,Direct Air Capture,Dedicated storage,Oxy CO2 sequestration hub (TX)
546,413,IEA,Energy Project,Oxy CE Kleberg County DAC plants (TX) expansion 2030 (15 plants),United States,"Occidental, 1PointFive, Carbon Engineering",Capture,2022.0,,2030.0,,Planned,2.0,,,Direct Air Capture,Dedicated storage,Oxy CO2 sequestration hub (TX)
547,414,IEA,Energy Project,Oxy CE Kleberg County DAC plants (TX) expansion 2035 (15 plants),United States,"Occidental, 1PointFive, Carbon Engineering",Capture,2022.0,,2035.0,,Planned,3.0,,,Direct Air Capture,Dedicated storage,Oxy CO2 sequestration hub (TX)
548,252,IEA,Energy Project,Green Plains York biorefinery (NE),United States,"Green Plains York, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.13,0.143,Biofuels,Dedicated storage,Midwest carbon express
549,416,IEA,Energy Project,PCS Nitrogen Geismar Ammonia plant (LA),United States,"Nutrien, Denbury",Full chain,2022.0,2023.0,2027.0,,Planned,,1.2,1.8,Hydrogen/ammonia,Dedicated storage,
550,417,IEA,Energy Project,PCS Nitrogen-Geismar plant (LA),United States,"Nutrien, Denbury",Full chain,2011.0,2011.0,2013.0,,Operational,,0.2,0.3,Other industry,EOR,
551,418,IEA,Energy Project,Pecos County Ultra Clean Fuels Refining (TX),United States,MMEX,Capture,2021.0,,,,Planned,,,,Other fuel transformation,EOR,
552,251,IEA,Energy Project,Green Plains Wood River biorefinery (NE),United States,"Green Plains Wood River, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.31,0.346,Biofuels,Dedicated storage,Midwest carbon express
553,250,IEA,Energy Project,Green Plains Superior biorefinery (IA),United States,"Green Plains Superior, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.15,0.172,Biofuels,Dedicated storage,Midwest carbon express
554,421,IEA,Energy Project,Petra Nova Carbon Capture (TX),United States,"Equity: NRG and JX Nippon, Debt: JBIC & Mizhou bank (backed by NEXI)",Full chain,2009.0,2014.0,2016.0,2020.0,Suspended,,1.4,1.4,Power and heat,EOR,
555,236,IEA,Energy Project,Glacial Lakes Energy Watertown biorefinery (SD),United States,"Glacial Lakes Energy, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.32,0.372,Biofuels,Dedicated storage,Midwest carbon express
556,249,IEA,Energy Project,Green Plains Shenandoah biorefinery (MN),United States,"Green Plains Shenandoah, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.21,0.235,Biofuels,Dedicated storage,Midwest carbon express
557,247,IEA,Energy Project,Green Plains Fairmont biorefinery (MN),United States,"Green Plains Fairmont, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.3,0.343,Biofuels,Dedicated storage,Midwest carbon express
558,246,IEA,Energy Project,Green Plains Central City biorefinery (NE),United States,"Green Plains Central City, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.3,0.332,Biofuels,Dedicated storage,Midwest carbon express
559,245,IEA,Energy Project,Green Plains Atkinson biorefinery (NE),United States,"Green Plains Atkinson, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.14,0.157,Biofuels,Dedicated storage,Midwest carbon express
560,244,IEA,Energy Project,Great Plains Synfuel Plant (ND) Weyburn-Midale (SK),United States,"Dakota Gasification company, Cenovus, Whitecap, Cardinal",Full chain,1997.0,,2000.0,,Operational,,3.0,3.0,Other fuel transformation,EOR,Weyburn storage unit
561,428,IEA,Energy Project,Pine Lake Corn Processors Steamboat Rock biorefinery (IA),United States,"Pine Lake Corn Processors, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.19,0.229,Biofuels,Dedicated storage,Midwest carbon express
562,429,IEA,Energy Project,Plant Daniel Carbon Capture (MS) ,United States,"Southern Company Services, Linde Gas North America LLC",Capture,2019.0,,2025.0,,Planned,,1.8,1.8,Power and heat,Dedicated storage,ECO2S
563,430,IEA,Energy Project,Plymouth Energy Merrill biorefinery (IA),United States,"Plymouth Energy, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.13,0.157,Biofuels,Dedicated storage,Midwest carbon express
564,431,IEA,Energy Project,"POET 18 bioprocessing plants (IA, NE, SD)",United States,POET,Capture,2021.0,,2025.0,,Planned,,5.0,5.0,Biofuels,Dedicated storage,Heartland Greenway
565,243,IEA,Energy Project,Granite Falls biorefinery (MN),United States,"Granite Falls Energy, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.15,0.18,Biofuels,Dedicated storage,Midwest carbon express
566,248,IEA,Energy Project,Green Plains Otter Tail biorefinery (MN),United States,"Green Plains Otter Tail, Summit Carbon Solutions",Capture,2021.0,2023.0,2024.0,,Planned,,0.172,0.172,Biofuels,Dedicated storage,Midwest carbon express
567,411,IEA,Energy Project,Oxy CE DAC 100 plants announcement (- 30 in Texas) expansion 2035,Unknown,"1PointFive, Carbon Engineering",Full chain,2022.0,,2035.0,,Planned,2.0,,,Direct Air Capture,Dedicated storage,
568,410,IEA,Energy Project,Oxy CE DAC 100 plants announcement (- 30 in Texas) expansion 2030,Unknown,"1PointFive, Carbon Engineering",Full chain,2022.0,,2030.0,,Planned,1.0,,,Direct Air Capture,Dedicated storage,
569,484,IEA,Energy Project,Removr large-scale plant,Unknown (Europe),"Removr (Greencap 40%, Vanir Green Industries 60%), Carbfix",Capture,2022.0,,2025.0,,Planned,,0.002,0.002,Direct Air Capture,,
